"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES UNDERLYING DRS (C1)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","AS ON DATE","ACTION"
"Jay Bharat Maruti Limited","59.35","40.65",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152460_345066_19102020033223_WEB.xml"
"Aksh Optifibre Limited","27.95","72.06",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152463_345074_19102020033446_WEB.xml"
"DC Infotech and Communication Limited","60","40",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152464_345088_19102020034119_WEB.xml"
"Southern Petrochemicals Industries Corporation  Limited","52.79","47.21",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152465_345097_19102020034244_WEB.xml"
"Airan Limited","73.81","26.19",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152467_345120_19102020034712_WEB.xml"
"TCI Finance Limited","24.72","75.28",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152468_345131_19102020034833_WEB.xml"
"Eastern Sug & Inds Limited","5.46","94.54",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152469_345133_19102020034840_WEB.xml"
"Tainwala Chemical and Plastic (I) Limited","67.06","32.94",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152470_345135_19102020035015_WEB.xml"
"Triveni Turbine Limited","67.78","32.22",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152471_345137_19102020035032_WEB.xml"
"A and M Jumbo Bags Limited","58.8","41.19",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152472_345142_19102020035109_WEB.xml"
"UFO Moviez India Limited","30.53","69.47",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152474_345161_19102020040428_WEB.xml"
"Rossell India Limited","74.91","25.09",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152475_345168_19102020040625_WEB.xml"
"Brand Concepts Limited","59.2","40.8",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152476_345171_19102020040704_WEB.xml"
"Deccan Cements Limited","56.24","43.74",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152477_345179_19102020040913_WEB.xml"
"NMDC Limited","69.65","30.35",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152478_345186_19102020041249_WEB.xml"
"Worth Peripherals Limited","74.22","25.78",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152479_345193_19102020041449_WEB.xml"
"CIL Nova Petrochemicals Limited","74.51","25.49",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152480_345198_19102020041637_WEB.xml"
"GeeCee Ventures Limited","67.71","32.29",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152481_345203_19102020041717_WEB.xml"
"B. L. Kashyap and Sons Limited","61.5","38.5",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152483_345207_19102020042034_WEB.xml"
"Zodiac Clothing Company Limited","66.93","33.07",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152484_345209_19102020042041_WEB.xml"
"Ruchi Soya Industries Limited","98.94","1.06",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152485_345228_19102020042922_WEB.xml"
"Allsec Technologies Limited","73.39","26.61",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152486_345233_19102020043138_WEB.xml"
"Apar Industries Limited","59.8","40.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152487_345237_19102020043235_WEB.xml"
"Bkm Industries Limited","52.88","47.12",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152488_345239_19102020043255_WEB.xml"
"Emami Realty Limited","50.5","49.5",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152490_345250_19102020043509_WEB.xml"
"Manav Infra Projects Limited","73.13","26.88",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152491_345260_19102020043726_WEB.xml"
"Jullundur Motor Agency (Delhi) Limited","38.85","61.14",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152492_345264_19102020043823_WEB.xml"
"Jayshree Tea & Industries Limited","50.38","49.62",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152493_345278_19102020044138_WEB.xml"
"Dish TV India Limited","12.81","87.19",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152494_345283_19102020044208_WEB.xml"
"Valecha Engineering Limited","18.09","81.91",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152495_345292_19102020044419_WEB.xml"
"Orient Abrasives Limited","63.58","36.42",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152496_345297_19102020044442_WEB.xml"
"Asian Granito India Limited","33.25","66.75",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152499_345315_19102020045110_WEB.xml"
"Surani Steel Tubes Limited","33.97","66.03",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152500_345321_19102020045310_WEB.xml"
"Blue Coast Hotels Limited","61.39","38.61",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152502_345334_19102020045843_WEB.xml"
"Safari Industries (India) Limited","56.67","43.33",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152503_345336_19102020045859_WEB.xml"
"Pokarna Limited","56.66","43.34",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152504_345340_19102020050051_WEB.xml"
"Mcleod Russel India Limited","18.32","81.68",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152505_345345_19102020050204_WEB.xml"
"Indo Tech Transformers Limited","78.63","21.37",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152507_345352_19102020050418_WEB.xml"
"SIL Investments Limited","62.75","37.25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152508_345356_19102020050526_WEB.xml"
"Minda Industries Limited","70.89","29.12",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152509_345359_19102020050628_WEB.xml"
"Pulz Electronics Limited","73.37","26.63",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152510_345376_19102020051101_WEB.xml"
"HEG Limited","59.62","40.38",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152511_345380_19102020051157_WEB.xml"
"Global Vectra Helicorp Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152512_345390_19102020051428_WEB.xml"
"Zee Entertainment Enterprises Limited","4.02","95.98",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152513_345392_19102020051441_WEB.xml"
"Urja Global Limited","31.55","68.45",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152514_345398_19102020051620_WEB.xml"
"Zuari Agro Chemicals Limited","65.04","34.96",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152516_345414_19102020052111_WEB.xml"
"Shree Pushkar Chemicals & Fertilisers Limited","66.5","33.48",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152517_345416_19102020052134_WEB.xml"
"Kanoria Chemicals & Industries Limited","74.43","25.57",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152519_345424_19102020052413_WEB.xml"
"Silgo Retail Limited","73.66","26.35",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152521_345431_19102020052613_WEB.xml"
"Aurobindo Pharma Limited","52.01","47.99",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152522_345435_19102020052653_WEB.xml"
"Flexituff Ventures International Limited","32.88","67.12",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152523_345440_19102020052746_WEB.xml"
"N R Agarwal Industries Limited","73.55","26.44",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152524_345446_19102020053136_WEB.xml"
"Shah Alloys Limited","53.75","46.25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152525_345449_19102020053431_WEB.xml"
"Winsome Yarns Limited","38.67","61.33",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152528_345453_19102020053606_WEB.xml"
"Times Guaranty Limited","74.92","25.08",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152529_345455_19102020053617_WEB.xml"
"Glenmark Pharmaceuticals Limited","46.63","53.37",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152530_345458_19102020053710_WEB.xml"
"Regency Ceramics Limited","60.59","39.41",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152531_345468_19102020053929_WEB.xml"
"Nitiraj Engineers Limited","68.06","31.94",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152532_345470_19102020053947_WEB.xml"
"Jindal Saw Limited","63.02","36.41",,"0.56","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152534_345485_19102020054535_WEB.xml"
"Par Drugs and Chemicals Limited","73.12","26.88",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152535_345491_19102020054613_WEB.xml"
"Nitin Spinners Limited","56.04","43.96",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152536_345493_19102020054622_WEB.xml"
"Umang Dairies Limited","74.61","25.39",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152537_345497_19102020054750_WEB.xml"
"Poddar Pigments Limited","62.43","37.56",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152539_345507_19102020054858_WEB.xml"
"Hexa Tradex Limited","57.87","42.13",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152540_345515_19102020055021_WEB.xml"
"SML Isuzu Limited","43.96","56.04",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152541_345517_19102020055028_WEB.xml"
"Agarwal Industrial Corporation Limited","59.33","40.67",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152542_345528_19102020055444_WEB.xml"
"Bajaj Hindusthan Sugar Limited","15.43","84.41",,"0.16","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152543_345531_19102020055520_WEB.xml"
"Vinyl Chemicals (India) Limited","50.62","49.38",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152544_345533_19102020055606_WEB.xml"
"Marine Electricals (India) Limited","73.52","26.48",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152545_345535_19102020055615_WEB.xml"
"IndusInd Bank Limited","14.68","85.32",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152546_345537_19102020055636_WEB.xml"
"Vidhi Specialty Food Ingredients Limited","64.27","35.73",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152547_345542_19102020060044_WEB.xml"
"Nagreeka Exports Limited","52.87","47.13",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152548_345556_19102020060546_WEB.xml"
"Centum Electronics Limited","58.8","41.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152549_345560_19102020060807_WEB.xml"
"Nagreeka Capital & Infrastructure Limited","53.53","46.47",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152550_345567_19102020061234_WEB.xml"
"Voltas Limited","30.3","69.7",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152551_345571_19102020061313_WEB.xml"
"Timken India Limited","67.8","32.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152553_345573_19102020061459_WEB.xml"
"Barak Valley Cements Limited","56.49","43.51",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152554_345575_19102020061759_WEB.xml"
"REC Limited","52.63","47.37",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152556_345577_19102020062122_WEB.xml"
"JSW Energy Limited","74.87","25.09",,"0.05","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152557_345580_19102020062259_WEB.xml"
"The United Nilgiri Tea Estates Company Limited","49.79","50.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152558_345588_19102020062814_WEB.xml"
"S H Kelkar and Company Limited","59.98","37.68",,"2.34","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152559_345594_19102020063113_WEB.xml"
"AstraZeneca Pharma India Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152560_345597_19102020063203_WEB.xml"
"Infibeam Avenues Limited","32.33","67.25",,"0.42","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152561_345599_19102020063206_WEB.xml"
"NLC India Limited","79.2","20.8",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152562_345607_19102020063337_WEB.xml"
"5Paisa Capital Limited","34.58","65.42",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152563_345613_19102020063514_WEB.xml"
"Vadivarhe Speciality Chemicals Limited","74.62","25.38",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152564_345616_19102020063548_WEB.xml"
"Xelpmoc Design And Tech Limited","57.27","42.73",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152565_345618_19102020063602_WEB.xml"
"Future Consumer Limited","38.37","60.93",,"0.7","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152566_345621_19102020063705_WEB.xml"
"Wanbury Limited","52.09","47.91",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152567_345626_19102020063934_WEB.xml"
"Tokyo Plast International Limited","61.22","38.78",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152568_345630_19102020064011_WEB.xml"
"RPG Life Sciences Limited","72.07","27.94",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152569_345637_19102020064248_WEB.xml"
"Thejo Engineering Limited","55.9","44.1",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152570_345640_19102020064454_WEB.xml"
"UTI Asset Management Company Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152571_345642_19102020064545_WEB.xml"
"Morepen Laboratories Limited","34.54","65.46",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152572_345644_19102020064602_WEB.xml"
"Lagnam Spintex Limited","66.19","33.82",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152574_345654_19102020065817_WEB.xml"
"Eveready Industries India Limited","7.26","92.74",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152575_345670_19102020070525_WEB.xml"
"HCL Technologies Limited","60.33","39.67",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152577_345680_19102020071437_WEB.xml"
"Delta Corp Limited","33.27","66.73",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152578_345686_19102020071713_WEB.xml"
"Orchid Pharma Limited","26.68","73.32",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152579_345688_19102020072033_WEB.xml"
"Standard Industries Limited","20.15","79.85",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152580_345692_19102020072821_WEB.xml"
"Genesys International Corporation Limited","48.13","51.87",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152581_345694_19102020072841_WEB.xml"
"Asian Hotels (West) Limited","70.36","29.63",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152582_345697_19102020072848_WEB.xml"
"Vishwaraj Sugar Industries Limited","32.83","67.17",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152583_345701_19102020073042_WEB.xml"
"Delta Manufacturing Limited","70.71","29.29",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152584_345705_19102020073245_WEB.xml"
"Ducon Infratechnologies Limited","55.83","44.17",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152585_345717_19102020073840_WEB.xml"
"SBI Life Insurance Company Limited","60.7","39.3",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152586_345719_19102020074216_WEB.xml"
"Bajaj Electricals Limited","63.12","36.88",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152587_345727_19102020074947_WEB.xml"
"Niraj Cement Structurals Limited","20.78","79.22",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152588_345734_19102020075351_WEB.xml"
"VIP Industries Limited","53.46","46.54",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152589_345737_19102020075750_WEB.xml"
"Clariant Chemicals (India) Limited","51","49",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152590_345739_19102020080214_WEB.xml"
"Noida Toll Bridge Company Limited","26.37","73.63",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152591_345741_19102020080455_WEB.xml"
"Tejas Networks Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152593_345767_19102020083423_WEB.xml"
"CG Power and Industrial Solutions Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152594_345774_19102020084016_WEB.xml"
"TREJHARA SOLUTIONS LIMITED","27.13","72.87",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152595_345776_19102020084027_WEB.xml"
"Teamlease Services Limited","40.02","59.88",,"0.11","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152596_345782_19102020084921_WEB.xml"
"Wockhardt Limited","72.12","27.88",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152597_345790_19102020085214_WEB.xml"
"HFCL Limited","39.73","60.27",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152598_345793_19102020085313_WEB.xml"
"Indiabulls Real Estate Limited","23.38","75.94",,"0.69","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152599_345804_19102020090803_WEB.xml"
"Future Supply Chain Solutions Limited","23.39","76.6",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152600_345808_19102020091132_WEB.xml"
"Equitas Holdings Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152601_345820_19102020094218_WEB.xml"
"Aurionpro Solutions Limited","28.9","71.1",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152602_345828_19102020095645_WEB.xml"
"Wipro Limited","74.02","25.6",,"0.38","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152603_345833_19102020100032_WEB.xml"
"Tata Steel Limited","34.41","65.59",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152604_345841_19102020104732_WEB.xml"
