"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"INFY","Infosys Limited","7(2)","Karmesh Gul Vaswani","Employees/Designated Employees","Equity Shares","10725","0",,"7250","7956295","Sell","Equity Shares","3475","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Karmesh Gul Vaswani","Employees/Designated Employees","Equity Shares","3475","0",,"7250","7956295","Buy","Equity Shares","10725","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Andrew Groth","Employees/Designated Employees","Equity Shares","4050","0",,"4050","4444551","Sell","Equity Shares","Nil","0","09-Nov-2020","09-Nov-2020","10-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Andrew Groth","Employees/Designated Employees","Equity Shares","Nil","0",,"4050","4444551","Buy","Equity Shares","4050","0","09-Nov-2020","09-Nov-2020","10-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Steven Lee Jeffries","Employees/Designated Employees","Equity Shares","500","0",,"500","548710","Sell","Equity Shares","Nil","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Steven Lee Jeffries","Employees/Designated Employees","Equity Shares","Nil","0",,"500","548710","Buy","Equity Shares","500","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Jasmeet Singh","Employees/Designated Employees","Equity Shares","17182","0",,"1837","2014053","Sell","Equity Shares","15345","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Jasmeet Singh","Employees/Designated Employees","Equity Shares","13256","0",,"3926","4304395","Buy","Equity Shares","17182","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Vivek Sharma","Employees/Designated Employees","Equity Shares","9211","0",,"750","822286","Sell","Equity Shares","8461","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Vivek Sharma","Employees/Designated Employees","Equity Shares","8461","0",,"750","822286","Buy","Equity Shares","9211","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Jayachandran Nair","Employees/Designated Employees","Equity Shares","3682","0",,"354","388119","Sell","Equity Shares","3328","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Jayachandran Nair","Employees/Designated Employees","Equity Shares","2806","0",,"876","960430","Buy","Equity Shares","3682","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Robin Goswami","Employees/Designated Employees","Equity Shares","750","0",,"750","822286","Sell","Equity Shares","Nil","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Robin Goswami","Employees/Designated Employees","Equity Shares","Nil","0",,"750","822286","Buy","Equity Shares","750","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Mitrankur Majumdar","Employees/Designated Employees","Equity Shares","1795","0",,"265","290541","Sell","Equity Shares","1530","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Mitrankur Majumdar","Employees/Designated Employees","Equity Shares","1045","0",,"750","822286","Buy","Equity Shares","1795","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Mohit Joshi","Employees/Designated Employees","Equity Shares","77643","0",,"26176","28698892","Buy","Equity Shares","103819","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"INFY","Infosys Limited","7(2)","Mohit Joshi","Employees/Designated Employees","Equity Shares","103819","0",,"13950","15294527","Sell","Equity Shares","89869","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","12-Nov-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1083156_360872_12112020054418_WEB.xml"
"TATACONSUM","TATA CONSUMER PRODUCTS LIMITED","7(2)","Ruma Rao","Employees/Designated Employees","Equity Shares","Nil","0",,"2000","1006137","Buy","Equity Shares","2000","0","11-Nov-2020","11-Nov-2020","12-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1083153_360851_12112020053922_WEB.xml"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","7(2)","Amalfiaco Limited","Promoters","Equity Shares","71667802","11.42",,"28571153","8492775229","Pledge","Equity Shares","71667802","11.42","10-Nov-2020","10-Nov-2020","12-Nov-2020","Pledge Creation","-","-","0","0","0","0","NA","-","12-Nov-2020 17:37","https://archives.nseindia.com/corporate/xbrl/IT_1083152_360837_12112020053747_WEB.xml"
"GREENPLY","Greenply Industries Limited","7(2)","S. M. MANAGEMENT PVT. LTD.","Promoter Group","Equity Shares","32873692","26.8",,"11732","1082864","Buy","Equity Shares","32885424","26.81","11-Nov-2020","11-Nov-2020","12-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:35","https://archives.nseindia.com/corporate/xbrl/IT_1083148_360824_12112020053520_WEB.xml"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","7(2)","Amalfiaco Limited","Promoters","Equity Shares","107741623","17.17",,"36073821","10698290443","Sell","Equity Shares","71667802","11.42","10-Nov-2020","10-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1083147_360800_12112020052815_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Puneet Kapoor","Employees/Designated Employees","Equity Shares","41152","0",,"5700","10003356","Sell","Equity Shares","35452","0","10-Nov-2020","10-Nov-2020","12-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","SAURABH GOSWAMI","Employees/Designated Employees","Equity Shares","37776","0",,"3000","5076000","Sell","Equity Shares","34776","0","06-Nov-2020","06-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Virat Diwanji","Employees/Designated Employees","Equity Shares","155028","0.01",,"1750","2728565","Sell","Equity Shares","153278","0.01","29-Oct-2020","29-Oct-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","PHANI SHANKAR","Employees/Designated Employees","Equity Shares","219937","0.01",,"57700","101795590","Sell","Equity Shares","162237","0.01","10-Nov-2020","11-Nov-2020","12-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Murlidhar Gangadharan","Employees/Designated Employees","Equity Shares","342676","0.03",,"3000","5253522","Sell","Equity Shares","339676","0.03","10-Nov-2020","10-Nov-2020","12-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Raghavendra Singh","Employees/Designated Employees","Equity Shares","71876","0",,"2000","3610000","Sell","Equity Shares","69876","0","11-Nov-2020","11-Nov-2020","12-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Vivek Prakash","Employees/Designated Employees","Equity Shares","11617","0",,"5000","8730000","Sell","Equity Shares","6617","0","10-Nov-2020","10-Nov-2020","12-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Himanshu Vasa","Employees/Designated Employees","Equity Shares","114572","0",,"4000","7233696","Sell","Equity Shares","110572","0","11-Nov-2020","11-Nov-2020","12-Nov-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Janak Desai","Promoter Group","Equity Shares","1109368","0.06",,"1000","1805000","Sell","Equity Shares","1108368","0.05","11-Nov-2020","11-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Narayan S A","Employees/Designated Employees","Equity Shares","1164527","0.06",,"9000","15825330","Sell","Equity Shares","1155527","0.06","10-Nov-2020","10-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Devang Gheewalla","Employees/Designated Employees","Equity Shares","101411","0.01",,"11300","20325875","Sell","Equity Shares","90111","0.01","11-Nov-2020","11-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Virat Diwanji","Employees/Designated Employees","Equity Shares","151678","0.01",,"1000","1744500","Sell","Equity Shares","150678","0.01","09-Nov-2020","09-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Virat Diwanji","Employees/Designated Employees","Equity Shares","153278","0.01",,"1600","2636608","Sell","Equity Shares","151678","0.01","05-Nov-2020","05-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1083145_360790_12112020052629_WEB.xml"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","7(2)","MacRitchie Investments Pte. Ltd","Promoter Group","Equity Shares","56538546","9.01",,"18926179","5612299094","Sell","Equity Shares","37612367","6","10-Nov-2020","10-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:23","https://archives.nseindia.com/corporate/xbrl/IT_1083144_360784_12112020052313_WEB.xml"
"CRISIL","CRISIL Limited","7(2)","Vishal Ahuja","Employees/Designated Employees","Equity Shares","1400","0",,"600","1185000","Sell","Equity Shares","800","0","06-Nov-2020","11-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:16","https://archives.nseindia.com/corporate/xbrl/IT_1083142_360751_12112020051601_WEB.xml"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","7(2)","Amalfiaco Limited","Promoters","Equity Shares","107741623","17.17",,"64644974","19758736303","Pledge Revoke","Equity Shares","107741623","17.17","09-Nov-2020","09-Nov-2020","11-Nov-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Nov-2020 17:14","https://archives.nseindia.com/corporate/xbrl/IT_1083141_360731_12112020051416_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","GUPTA DIPTA BHANU","Employees/Designated Employees","Equity Shares","164700","0.01",,"10000","23100000","Sell","Equity Shares","154700","0.01","11-Nov-2020","11-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SUJIR UDAYANAND","Other","Equity Shares","216419","0.01",,"2000","4635000","Sell","Equity Shares","214419","0.01","11-Nov-2020","11-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SUNIL VASANT SHALIGRAM","Employees/Designated Employees","Equity Shares","148473","0.01",,"11906","27536435","Sell","Equity Shares","136567","0.01","11-Nov-2020","11-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","GOEL VIKRAM","Employees/Designated Employees","Equity Shares","22000","0",,"1000","2330000","Pledge Revoke","Equity Shares","22000","0","11-Nov-2020","11-Nov-2020","11-Nov-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","GOEL VIKRAM","Employees/Designated Employees","Equity Shares","22000","0",,"1000","2330000","Sell","Equity Shares","21000","0","11-Nov-2020","11-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","MURALI K V","Employees/Designated Employees","Equity Shares","47975","0",,"1000","2304500","Sell","Equity Shares","46975","0","11-Nov-2020","11-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SHETTY DILIP K","Employees/Designated Employees","Equity Shares","637089","0.04",,"6230","13824370","Sell","Equity Shares","630859","0.04","10-Nov-2020","10-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SHETTY SATISH","Employees/Designated Employees","Equity Shares","13740","0",,"790","1756565","Pledge Revoke","Equity Shares","13740","0","10-Nov-2020","10-Nov-2020","11-Nov-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SHETTY SATISH","Employees/Designated Employees","Equity Shares","13740","0",,"790","1756565","Sell","Equity Shares","12950","0","10-Nov-2020","10-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","MISTRY K M","Director","Equity Shares","571188","0.03",,"25000","57850000","Sell","Equity Shares","546188","0.03","11-Nov-2020","11-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SUDHIR KUMAR JHA","Employees/Designated Employees","Equity Shares","19625","0",,"4000","8916400","Sell","Equity Shares","15625","0","10-Nov-2020","10-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SUDHIR KUMAR JHA","Employees/Designated Employees","Equity Shares","15625","0",,"1000","2229100","Sell","Equity Shares","14625","0","10-Nov-2020","10-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","DAYANAND SHETTY","Other","Equity Shares","27410","0",,"100","216865","Sell","Equity Shares","27310","0","09-Nov-2020","09-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","DAYANAND SHETTY","Other","Equity Shares","27310","0",,"900","2003922","Sell","Equity Shares","26410","0","10-Nov-2020","10-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","MURALI K V","Employees/Designated Employees","Equity Shares","49975","0",,"2000","4537160","Sell","Equity Shares","47975","0","10-Nov-2020","10-Nov-2020","11-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Nov-2020 17:13","https://archives.nseindia.com/corporate/xbrl/IT_1083139_360720_12112020051308_WEB.xml"
