,SYMBOL,COMPANY,REGULATION,NAME OF THE ACQUIRER/DISPOSER,CATEGORY OF PERSON,TYPE OF SECURITY (PRIOR),NO. OF SECURITY (PRIOR),% SHAREHOLDING (PRIOR),TYPE OF SECURITY (ACQUIRED/DISPLOSED),NO. OF SECURITIES (ACQUIRED/DISPLOSED),VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TYPE OF SECURITY (POST),NO. OF SECURITY (POST),% POST,DATE OF ALLOTMENT/ACQUISITION FROM,DATE OF ALLOTMENT/ACQUISITION TO,DATE OF INITMATION TO COMPANY,MODE OF ACQUISITION,DERIVATIVE TYPE SECURITY,DERIVATIVE CONTRACT SPECIFICATION,NOTIONAL VALUE(BUY),NUMBER OF UNITS/CONTRACT LOT SIZE (BUY),NOTIONAL VALUE(SELL),NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL),EXCHANGE,REMARK,BROADCASTE DATE AND TIME,XBRL
3609,ADANIGREEN,Adani Green Energy Limited,7(2),Gautam S. Adani & Rajesh S. Adani (On Behalf Of S. B. Adani Family Trust),Promoter Group,Equity Shares,384372075,24.58,,1000000,749500000,Pledge,Equity Shares,384372075,24.58,05-Oct-2020,05-Oct-2020,07-Oct-2020,Pledge Creation,-,-,0,0,0,0,,-,07-Oct-2020 17:03,https://archives.nseindia.com/corporate/xbrl/IT_1081674_328657_07102020050305_WEB.xml
3610,SUNPHARMA,Sun Pharmaceutical Industries Limited,7(2),Shanghvi Finance Private Limied,Promoter Group,Equity Shares,967051732,40.3,,967051732,576733079,Pledge,Equity Shares,967051732,40.3,03-Oct-2020,03-Oct-2020,06-Oct-2020,Pledge Creation,-,-,0,0,0,0,,-,07-Oct-2020 16:38,https://archives.nseindia.com/corporate/xbrl/IT_1081672_328599_07102020043800_WEB.xml
3611,EIHOTEL,EIH Limited,7(2),DEEPAK MADHOK,Promoters,Equity Shares,848157,0.0,,848157,0,Sell,Equity Shares,Nil,0.0,01-Oct-2020,01-Oct-2020,05-Oct-2020,Others,-,-,0,0,0,0,,-,07-Oct-2020 16:29,https://archives.nseindia.com/corporate/xbrl/IT_1081671_328575_07102020042912_WEB.xml
3612,EIHOTEL,EIH Limited,7(2),ARAVALI POLYMERS LLP,Promoters,Equity Shares,26542,0.0,,26542,0,Buy,Equity Shares,53084,0.0,06-Oct-2020,06-Oct-2020,06-Oct-2020,Others,-,-,0,0,0,0,,-,07-Oct-2020 16:29,https://archives.nseindia.com/corporate/xbrl/IT_1081671_328575_07102020042912_WEB.xml
3613,EIHOTEL,EIH Limited,7(2),Oberoi Hotels Private Limited,Promoters,Equity Shares,9603045,0.0,,26542,0,Buy,Equity Shares,9629587,0.0,06-Oct-2020,06-Oct-2020,07-Oct-2020,Others,-,-,0,0,0,0,,-,07-Oct-2020 16:29,https://archives.nseindia.com/corporate/xbrl/IT_1081671_328575_07102020042912_WEB.xml
3614,EIHOTEL,EIH Limited,7(2),SHIB SANKER MUKHERJI,Promoters,Equity Shares,855751,0.0,,855751,0,Sell,Equity Shares,Nil,0.0,05-Oct-2020,05-Oct-2020,05-Oct-2020,Others,-,-,0,0,0,0,,-,07-Oct-2020 16:29,https://archives.nseindia.com/corporate/xbrl/IT_1081671_328575_07102020042912_WEB.xml
3615,EIHOTEL,EIH Limited,7(2),Oberoi Hotels Private Limited,Promoters,Equity Shares,7872595,0.0,,1703908,0,Buy,Equity Shares,9576503,0.0,01-Oct-2020,05-Oct-2020,05-Oct-2020,Others,-,-,0,0,0,0,,-,07-Oct-2020 16:29,https://archives.nseindia.com/corporate/xbrl/IT_1081671_328575_07102020042912_WEB.xml
3616,VMART,V-Mart Retail Limited,7(2),Dinesh Srivastava,Employees/Designated Employees,Equity Shares,936,0.01,,936,1965646,Sell,Equity Shares,Nil,0.0,16-Sep-2020,16-Sep-2020,06-Oct-2020,Market Sale,-,-,0,0,0,0,NSE,-,07-Oct-2020 15:33,https://archives.nseindia.com/corporate/xbrl/IT_1081668_328419_07102020033303_WEB.xml
3617,ADANITRANS,Adani Transmission Limited,7(2),Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust),Promoter Group,Equity Shares,621197910,56.48,,3000000,772200000,Pledge,Equity Shares,621197910,56.48,05-Oct-2020,05-Oct-2020,07-Oct-2020,Pledge Creation,-,-,0,0,0,0,,-,07-Oct-2020 15:16,https://archives.nseindia.com/corporate/xbrl/IT_1081666_328378_07102020031659_WEB.xml
3618,ADANIPORTS,Adani Ports and Special Economic Zone Limited,7(2),Gautam S. Adani & Rajesh S Adani (On behalf of S. B. Adani Family Trust),Promoter Group,Equity Shares,799353935,39.34,,10000000,3503500000,Pledge,Equity Shares,799353935,39.34,05-Oct-2020,05-Oct-2020,07-Oct-2020,Pledge Creation,-,-,0,0,0,0,,-,07-Oct-2020 14:54,https://archives.nseindia.com/corporate/xbrl/IT_1081664_328347_07102020025436_WEB.xml
3619,UFLEX,UFLEX Limited,7(2),ANSHIKA CONSULTANTS PRIVATE LIMITED,Promoter Group,Equity Shares,3778524,5.23,,350000,112385000,Pledge Revoke,Equity Shares,3778524,5.23,01-Oct-2020,01-Oct-2020,05-Oct-2020,Revokation of Pledge,-,-,0,0,0,0,,-,07-Oct-2020 12:48,https://archives.nseindia.com/corporate/xbrl/IT_1081661_328152_07102020124837_WEB.xml
3620,HAPPSTMNDS,Happiest Minds Technologies Limited,7(2),HARIPRIYA KANDURI,Employees/Designated Employees,Equity Shares,107839,0.07,,3500,374,Sell,Equity Shares,104339,0.07,25-Sep-2020,25-Sep-2020,06-Oct-2020,Market Sale,-,-,0,0,0,0,NSE,-,07-Oct-2020 12:19,https://archives.nseindia.com/corporate/xbrl/IT_1081659_328081_07102020121946_WEB.xml
3621,HAPPSTMNDS,Happiest Minds Technologies Limited,7(2),SURESH B V,Employees/Designated Employees,Equity Shares,50000,0.03,,7000,350,Sell,Equity Shares,43000,0.03,21-Sep-2020,25-Sep-2020,06-Oct-2020,Market Sale,-,-,0,0,0,0,NSE,-,07-Oct-2020 12:19,https://archives.nseindia.com/corporate/xbrl/IT_1081659_328081_07102020121946_WEB.xml
3622,PLASTIBLEN,Plastiblends India Limited,7(2),SATYANARAYAN GOPILAL KABRA,Promoters,Equity Shares,3202356,12.32,,9267,1808970,Buy,Equity Shares,3211623,12.36,17-Sep-2020,30-Sep-2020,02-Oct-2020,Market Purchase,-,-,0,0,0,0,NSE,-,06-Oct-2020 22:55,https://archives.nseindia.com/corporate/xbrl/IT_1081656_327873_06102020105551_WEB.xml
3623,DISHTV,Dish TV India Limited,7(2),World Crest Advisors LLP,Promoters,Equity Shares,15701410,0.85,,3524310,47754401,Pledge Invoke,Equity Shares,12177100,0.66,30-Sep-2020,30-Sep-2020,05-Oct-2020,Invocation of pledge,-,-,0,0,0,0,,-,06-Oct-2020 22:14,https://archives.nseindia.com/corporate/xbrl/IT_1081653_327860_06102020101446_WEB.xml
3624,HEXAWARE,Hexaware Technologies Limited,7(2),Jeetendra Gupta,Employees/Designated Employees,Equity Shares,73200,0.02,,73200,34770000,Sell,Equity Shares,Nil,0.0,29-Sep-2020,29-Sep-2020,01-Oct-2020,Others,-,-,0,0,0,0,BSE,-,06-Oct-2020 22:09,https://archives.nseindia.com/corporate/xbrl/IT_1081651_327856_06102020100917_WEB.xml
3625,ICICIBANK,ICICI Bank Limited,7(2),Rakesh Jha,Employees/Designated Employees,Equity Shares,118600,0.0,,30000,5100900,Buy,Equity Shares,148600,0.0,05-Oct-2020,05-Oct-2020,06-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 19:00,https://archives.nseindia.com/corporate/xbrl/IT_1081649_327815_06102020070045_WEB.xml
3626,ICICIBANK,ICICI Bank Limited,7(2),Sanjay Chougule,Employees/Designated Employees,Equity Shares,83017,0.0,,18100,3041688,Buy,Equity Shares,101117,0.0,05-Oct-2020,05-Oct-2020,06-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 19:00,https://archives.nseindia.com/corporate/xbrl/IT_1081649_327815_06102020070045_WEB.xml
3627,APLAPOLLO,APL Apollo Tubes Limited,7(2),APL Infrastructure Private Limited,Promoters,Equity Shares,8925187,35.89,,16000,41127200,Pledge,Equity Shares,8925187,35.89,22-Sep-2020,22-Sep-2020,01-Oct-2020,Pledge Creation,-,-,0,0,0,0,,-,06-Oct-2020 18:57,https://archives.nseindia.com/corporate/xbrl/IT_1081648_327807_06102020065721_WEB.xml
3628,APLAPOLLO,APL Apollo Tubes Limited,7(2),APL Infrastructure Private Limited,Promoters,Equity Shares,8925187,35.89,,60000,142824000,Pledge,Equity Shares,8925187,35.89,02-Sep-2020,02-Sep-2020,01-Oct-2020,Pledge Creation,-,-,0,0,0,0,,-,06-Oct-2020 18:57,https://archives.nseindia.com/corporate/xbrl/IT_1081648_327807_06102020065721_WEB.xml
3629,TECHM,Tech Mahindra Limited,7(2),SIMMI DHAMIJA,Employees/Designated Employees,Equity Shares,19562,0.0,,2000,1582000,Sell,Equity Shares,17562,0.0,30-Sep-2020,30-Sep-2020,01-Oct-2020,Market Sale,-,-,0,0,0,0,NSE,-,06-Oct-2020 18:45,https://archives.nseindia.com/corporate/xbrl/IT_1081645_327792_06102020064553_WEB.xml
3630,TECHM,Tech Mahindra Limited,7(2),SIMMI DHAMIJA,Employees/Designated Employees,Equity Shares,21562,0.0,,2000,1575870,Sell,Equity Shares,19562,0.0,29-Sep-2020,29-Sep-2020,01-Oct-2020,Market Sale,-,-,0,0,0,0,NSE,-,06-Oct-2020 18:45,https://archives.nseindia.com/corporate/xbrl/IT_1081645_327792_06102020064553_WEB.xml
3631,TECHM,Tech Mahindra Limited,7(2),ATEET DHAWAN,Employees/Designated Employees,Equity Shares,6750,0.0,,1500,1122600,Buy,Equity Shares,8250,0.0,30-Sep-2020,30-Sep-2020,05-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 18:45,https://archives.nseindia.com/corporate/xbrl/IT_1081645_327792_06102020064553_WEB.xml
3632,APOLLOPIPE,Apollo Pipes Limited,7(2),SAMEER GUPTA,Promoters,Equity Shares,3224254,24.59,,495000,190847250,Pledge,Equity Shares,3224254,24.59,25-Sep-2020,25-Sep-2020,29-Sep-2020,Pledge Creation,-,-,0,0,0,0,NSE,-,06-Oct-2020 18:41,https://archives.nseindia.com/corporate/xbrl/IT_1081643_327783_06102020064113_WEB.xml
3633,KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Nanduri Murali Krishna,Employees/Designated Employees,Equity Shares,4152,0.0,,1560,1714065,Buy,Equity Shares,5712,0.0,05-Oct-2020,05-Oct-2020,06-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 18:33,https://archives.nseindia.com/corporate/xbrl/IT_1081641_327772_06102020063301_WEB.xml
3634,KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Neesha Samant,Employees/Designated Employees,Equity Shares,15598,0.0,,2085,1999934,Buy,Equity Shares,17683,0.0,05-Oct-2020,05-Oct-2020,06-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 18:33,https://archives.nseindia.com/corporate/xbrl/IT_1081641_327772_06102020063301_WEB.xml
3635,KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Dipak Gupta,Director,Equity Shares,875270,0.04,,5000,4737431,Buy,Equity Shares,880270,0.04,05-Oct-2020,05-Oct-2020,06-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 18:33,https://archives.nseindia.com/corporate/xbrl/IT_1081641_327772_06102020063301_WEB.xml
3636,KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Cedric Dominic Fernandes,Employees/Designated Employees,Equity Shares,22500,0.0,,854,914459,Buy,Equity Shares,23354,0.0,05-Oct-2020,05-Oct-2020,05-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 18:33,https://archives.nseindia.com/corporate/xbrl/IT_1081641_327772_06102020063301_WEB.xml
3637,KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Avinash Baliramji Welekar,Employees/Designated Employees,Equity Shares,173,0.0,,2200,2063049,Buy,Equity Shares,2373,0.0,05-Oct-2020,05-Oct-2020,05-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 18:33,https://archives.nseindia.com/corporate/xbrl/IT_1081641_327772_06102020063301_WEB.xml
3638,KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Suveer Modi,Employees/Designated Employees,Equity Shares,77404,0.0,,2536,2421880,Buy,Equity Shares,79940,0.0,05-Oct-2020,05-Oct-2020,06-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 18:33,https://archives.nseindia.com/corporate/xbrl/IT_1081641_327772_06102020063301_WEB.xml
3639,KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Nitin Singhal,Employees/Designated Employees,Equity Shares,7590,0.0,,2200,2089507,Buy,Equity Shares,9790,0.0,05-Oct-2020,05-Oct-2020,05-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 18:33,https://archives.nseindia.com/corporate/xbrl/IT_1081641_327772_06102020063301_WEB.xml
3640,KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Rajiv Gurnani,Employees/Designated Employees,Equity Shares,50105,0.0,,8390,6492450,Buy,Equity Shares,58495,0.0,05-Oct-2020,05-Oct-2020,05-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 18:33,https://archives.nseindia.com/corporate/xbrl/IT_1081641_327772_06102020063301_WEB.xml
3641,KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Suresh Karthikeyan,Employees/Designated Employees,Equity Shares,168972,0.01,,802,875137,Buy,Equity Shares,169774,0.01,05-Oct-2020,05-Oct-2020,06-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 18:33,https://archives.nseindia.com/corporate/xbrl/IT_1081641_327772_06102020063301_WEB.xml
3642,GENESYS,Genesys International Corporation Limited,7(2),Shazia Ilmi Malik,Promoter Group,Equity Shares,10000,0.03,,1000000,0,Buy,Equity Shares,1010000,3.24,30-Sep-2020,30-Sep-2020,05-Oct-2020,Gift,-,-,0,0,0,0,,-,06-Oct-2020 18:24,https://archives.nseindia.com/corporate/xbrl/IT_1081639_327761_06102020062430_WEB.xml
3643,GENESYS,Genesys International Corporation Limited,7(2),Sajid Malik,Promoters,Equity Shares,1510581,4.85,,1000000,0,Sell,Equity Shares,510581,1.64,30-Sep-2020,30-Sep-2020,05-Oct-2020,Gift,-,-,0,0,0,0,,-,06-Oct-2020 18:14,https://archives.nseindia.com/corporate/xbrl/IT_1081637_327748_06102020061438_WEB.xml
3644,RELAXO,Relaxo Footwears Limited,7(2),R K Goel,Employees/Designated Employees,Equity Shares,5068,0.0,,2268,1502880,Sell,Equity Shares,2800,0.0,30-Sep-2020,30-Sep-2020,03-Oct-2020,Market Sale,-,-,0,0,0,0,NSE,-,06-Oct-2020 17:56,https://archives.nseindia.com/corporate/xbrl/IT_1081635_327722_06102020055612_WEB.xml
3645,MINDACORP,Minda Corporation Limited,7(2),Laxman Ramnarayan,Director,Equity Shares,100000,0.04,,40000,2880000,Buy,Equity Shares,140000,0.06,01-Oct-2020,01-Oct-2020,05-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 17:38,https://archives.nseindia.com/corporate/xbrl/IT_1081634_327689_06102020053853_WEB.xml
3646,MINDACORP,Minda Corporation Limited,7(2),Minda Corporation Limited Employees Stock Option Scheme Trust,Other,Equity Shares,4647640,2.04,,40000,2880000,Sell,Equity Shares,4607640,2.02,01-Oct-2020,01-Oct-2020,05-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 17:38,https://archives.nseindia.com/corporate/xbrl/IT_1081634_327689_06102020053853_WEB.xml
3647,JSWENERGY,JSW Energy Limited,7(2),GLEBE TRADING PRIVATE LIMITED,Promoter Group,Equity Shares,145332820,8.85,,5982000,354433500,Pledge Revoke,Equity Shares,145332820,8.85,29-Sep-2020,29-Sep-2020,05-Oct-2020,Revokation of Pledge,-,-,0,0,0,0,,-,06-Oct-2020 17:34,https://archives.nseindia.com/corporate/xbrl/IT_1081632_327679_06102020053403_WEB.xml
3648,SHARDAMOTR,Sharda Motor Industries Limited,7(2),ROHIT RELAN HUF,Promoter Group,Equity Shares,44400,0.75,,44400,0,Sell,Equity Shares,Nil,0.0,01-Oct-2020,01-Oct-2020,05-Oct-2020,Inter-se-Transfer,-,-,0,0,0,0,,-,06-Oct-2020 17:31,https://archives.nseindia.com/corporate/xbrl/IT_1081630_327674_06102020053105_WEB.xml
3649,SHARDAMOTR,Sharda Motor Industries Limited,7(2),Rohit Relan,Promoters,Equity Shares,710937,11.96,,44400,0,Buy,Equity Shares,755337,12.71,01-Oct-2020,01-Oct-2020,05-Oct-2020,Inter-se-Transfer,-,-,0,0,0,0,,-,06-Oct-2020 17:31,https://archives.nseindia.com/corporate/xbrl/IT_1081630_327674_06102020053105_WEB.xml
3650,BAJAJELEC,Bajaj Electricals Limited,7(2),ARUP CHANDRA DEY,Employees/Designated Employees,Equity Shares,5750,0.01,,3750,1998375,Buy,Equity Shares,9500,0.01,11-Jun-2019,11-Jun-2019,06-Oct-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 17:30,https://archives.nseindia.com/corporate/xbrl/IT_1081629_327671_06102020053030_WEB.xml
3651,JSWENERGY,JSW Energy Limited,7(2),GLEBE TRADING PRIVATE LIMITED,Promoter Group,Equity Shares,145332820,8.85,,800000,45120000,Pledge Revoke,Equity Shares,145332820,8.85,30-Sep-2020,30-Sep-2020,05-Oct-2020,Revokation of Pledge,-,-,0,0,0,0,,-,06-Oct-2020 17:27,https://archives.nseindia.com/corporate/xbrl/IT_1081627_327665_06102020052747_WEB.xml
3652,JSWENERGY,JSW Energy Limited,7(2),JSW Investments Private Limited,Promoter Group,Equity Shares,332492694,20.24,,18182000,1017282900,Pledge,Equity Shares,332492694,20.24,01-Oct-2020,01-Oct-2020,05-Oct-2020,Pledge Creation,-,-,0,0,0,0,,-,06-Oct-2020 17:27,https://archives.nseindia.com/corporate/xbrl/IT_1081627_327665_06102020052747_WEB.xml
3653,DBCORP,D.B.Corp Limited,7(2),Bhawna Agarwal,Immediate relative,Equity Shares,201139,0.11,,7766,596397,Buy,Equity Shares,208905,0.12,21-Sep-2020,21-Sep-2020,03-Oct-2020,Market Purchase,-,-,0,0,0,0,NSE,-,06-Oct-2020 17:00,https://archives.nseindia.com/corporate/xbrl/IT_1081623_327607_06102020050039_WEB.xml
3654,OLECTRA,Olectra Greentech Limited,7(2),TRINITY INFRAVENTURES LIMITED,Promoters,Equity Shares,7296836,8.89,,17177,1095978,Sell,Equity Shares,7279659,8.87,30-Sep-2020,30-Sep-2020,01-Oct-2020,Market Sale,-,-,0,0,0,0,NSE,-,06-Oct-2020 16:57,https://archives.nseindia.com/corporate/xbrl/IT_1081622_327599_06102020045727_WEB.xml
3655,MRF,MRF Limited,7(2),KARUN PHILIP,Promoters,Equity Shares,5000,0.12,,400,23828800,Pledge,Equity Shares,5000,0.12,30-Sep-2020,30-Sep-2020,05-Oct-2020,Pledge Creation,-,-,0,0,0,0,,-,06-Oct-2020 16:52,https://archives.nseindia.com/corporate/xbrl/IT_1081619_327589_06102020045229_WEB.xml
3656,LT,Larsen & Toubro Limited,7(2),BHARATHRAJ PN,Employees/Designated Employees,Equity Shares,1200,0.0,,1200,1032360,Sell,Equity Shares,Nil,0.0,25-Sep-2020,25-Sep-2020,05-Oct-2020,Market Sale,-,-,0,0,0,0,NSE,-,06-Oct-2020 16:50,https://archives.nseindia.com/corporate/xbrl/IT_1081618_327584_06102020045006_WEB.xml
3657,ULTRACEMCO,UltraTech Cement Limited,7(2),Mr. Kailash Chandra Jhanwar,Director,Equity Shares,3541,0.0,,1000,3681000,Buy,Equity Shares,4541,0.0,04-Oct-2020,04-Oct-2020,05-Oct-2020,ESOP,-,-,0,0,0,0,"BSE,NSE",-,06-Oct-2020 16:42,https://archives.nseindia.com/corporate/xbrl/IT_1081615_327568_06102020044251_WEB.xml
3658,ULTRACEMCO,UltraTech Cement Limited,7(2),Mr. Kailash Chandra Jhanwar,Director,Equity Shares,3541,0.0,,1000,3681000,Buy,Equity Shares,4541,0.0,04-Oct-2020,04-Oct-2020,05-Oct-2020,ESOP,-,-,0,0,0,0,"BSE,NSE",-,06-Oct-2020 16:41,https://archives.nseindia.com/corporate/xbrl/IT_1081614_327564_06102020044158_WEB.xml
3659,AAVAS,Aavas Financiers Limited,7(2),VIKRAM SINGH,Employees/Designated Employees,Equity Shares,1501,0.0,,1400,1952489,Sell,Equity Shares,101,0.0,30-Sep-2020,30-Sep-2020,03-Oct-2020,Market Sale,-,-,0,0,0,0,NSE,-,06-Oct-2020 16:40,https://archives.nseindia.com/corporate/xbrl/IT_1081613_327558_06102020044052_WEB.xml
3660,AAVAS,Aavas Financiers Limited,7(2),VIKRAM SINGH,Employees/Designated Employees,Equity Shares,301,0.0,,1200,393600,Buy,Equity Shares,1501,0.0,31-Aug-2020,31-Aug-2020,31-Aug-2020,ESOP,-,-,0,0,0,0,,-,06-Oct-2020 16:40,https://archives.nseindia.com/corporate/xbrl/IT_1081613_327558_06102020044052_WEB.xml
3661,MANINDS,Man Industries (India) Limited,7(2),Man Finance Private Limited,Promoter Group,Equity Shares,3182834,5.57,,60642,3724632,Buy,Equity Shares,3243476,5.68,30-Sep-2020,30-Sep-2020,03-Oct-2020,Market Purchase,-,-,0,0,0,0,NSE,-,06-Oct-2020 15:56,https://archives.nseindia.com/corporate/xbrl/IT_1081610_327471_06102020035608_WEB.xml
3662,BSOFT,BIRLASOFT LIMITED,7(2),Gopinathan Padiyath,Employees/Designated Employees,Equity Shares,55089,0.02,,50000,9885642,Sell,Equity Shares,5089,0.0,30-Sep-2020,30-Sep-2020,01-Oct-2020,Market Sale,-,-,0,0,0,0,NSE,-,06-Oct-2020 15:55,https://archives.nseindia.com/corporate/xbrl/IT_1081609_327466_06102020035522_WEB.xml
3663,INSECTICID,Insecticides (India) Limited,7(2),RAJESH AGGARWAL,Director,Equity Shares,5322120,25.75,,4000000,0,Sell,Equity Shares,1322120,6.4,30-Sep-2020,30-Sep-2020,05-Oct-2020,Gift,-,-,0,0,0,0,,-,06-Oct-2020 15:06,https://archives.nseindia.com/corporate/xbrl/IT_1081606_327377_06102020030603_WEB.xml
3664,INSECTICID,Insecticides (India) Limited,7(2),NIKUNJ AGGARWAL,Director,Equity Shares,1125000,5.44,,2000000,0,Buy,Equity Shares,3125000,15.12,30-Sep-2020,30-Sep-2020,05-Oct-2020,Gift,-,-,0,0,0,0,,-,06-Oct-2020 15:06,https://archives.nseindia.com/corporate/xbrl/IT_1081606_327377_06102020030603_WEB.xml
3665,INSECTICID,Insecticides (India) Limited,7(2),SANSKAR AGGARWAL,Promoters,Equity Shares,901800,4.36,,2000000,0,Buy,Equity Shares,2901800,14.04,30-Sep-2020,30-Sep-2020,05-Oct-2020,Gift,-,-,0,0,0,0,,-,06-Oct-2020 15:06,https://archives.nseindia.com/corporate/xbrl/IT_1081606_327377_06102020030603_WEB.xml
3666,ELGIEQUIP,Elgi Equipments Limited,7(2),Vanitha Mohan,Promoter Group,Equity Shares,57720,0.04,,57720,6897540,Buy,Equity Shares,115440,0.04,02-Oct-2020,02-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
3667,ELGIEQUIP,Elgi Equipments Limited,7(2),Uday Balaji,Promoter Group,Equity Shares,64010,0.04,,64010,7649195,Buy,Equity Shares,128020,0.04,02-Oct-2020,02-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
3668,ELGIEQUIP,Elgi Equipments Limited,7(2),Maya Jay Varadaraj,Promoter Group,Equity Shares,958324,0.6,,958324,114519718,Buy,Equity Shares,1916648,0.6,02-Oct-2020,02-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
3669,ELGIEQUIP,Elgi Equipments Limited,7(2),Varun Jay Varadaraj,Promoter Group,Equity Shares,958342,0.6,,958342,114521869,Buy,Equity Shares,1916684,0.6,02-Oct-2020,02-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
3670,ELGIEQUIP,Elgi Equipments Limited,7(2),Anvar Jay Varadaraj,Promoter Group,Equity Shares,962624,0.61,,962624,115033568,Buy,Equity Shares,1925248,0.61,02-Oct-2020,02-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
3671,ELGIEQUIP,Elgi Equipments Limited,7(2),Jairam Varadaraj,Promoters,Equity Shares,13705478,8.65,,13705478,1637804621,Buy,Equity Shares,27410956,8.65,02-Oct-2020,02-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
3672,ELGIEQUIP,Elgi Equipments Limited,7(2),Sudarsan Varadaraj,Promoter Group,Equity Shares,41786,0.03,,41786,4993427,Buy,Equity Shares,83572,0.03,01-Oct-2020,01-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
3673,ELGIEQUIP,Elgi Equipments Limited,7(2),HARJEET SINGH WAHAN,Director,Equity Shares,10000,0.06,,10000,1195000,Buy,Equity Shares,20000,0.06,02-Oct-2020,02-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
3674,ELGIEQUIP,Elgi Equipments Limited,7(2),RAMPRASAD MATHRUBUTHAM,Director,Equity Shares,8000,0.01,,8000,956000,Buy,Equity Shares,16000,0.01,02-Oct-2020,02-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
3675,ELGIEQUIP,Elgi Equipments Limited,7(2),B VIJAYAKUMAR,Director,Equity Shares,50000,0.03,,50000,5975000,Buy,Equity Shares,100000,0.03,02-Oct-2020,02-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
3676,ELGIEQUIP,Elgi Equipments Limited,7(2),ELGI EQUIPMENTS LIMITED EMPLOYEES STOCK OPTION TRUST,Other,Equity Shares,185000,0.12,,185000,22107500,Buy,Equity Shares,370000,0.12,02-Oct-2020,02-Oct-2020,03-Oct-2020,Bonus,-,-,0,0,0,0,,-,06-Oct-2020 14:11,https://archives.nseindia.com/corporate/xbrl/IT_1081603_327268_06102020021135_WEB.xml
